SaleID,price
200000,1261.0960269493705
200001,1956.1361580325986
200002,8428.936508884562
200003,1168.484215626648
200004,1974.6542660024304
200005,1113.3391732651874
200006,451.8545669910703
200007,3275.617124258626
200008,12987.849879730991
200009,598.790850962489
200010,634.927729032644
200011,2541.6539638942913
200012,5816.358450078451
200013,7436.532507300979
200014,1329.2923097514472
200015,251.80775025391802
200016,1728.3634362187363
200017,8378.276927614355
200018,6776.239844372681
200019,637.3702482175556
200020,24694.33510365259
200021,7742.360563749835
200022,1949.5222946162899
200023,1526.9796823224508
200024,813.1476118974693
200025,7836.474756684462
200026,585.1305218784119
200027,12345.75524394238
200028,3982.0007496845737
200029,7895.322625961064
200030,18374.61651823816
200031,13774.125899077686
200032,602.9214782149954
200033,14774.850427527872
200034,750.0367371220439
200035,2027.2708804135625
200036,14192.237915893023
200037,5709.232066537503
200038,1579.8340993067122
200039,359.22531603166755
200040,593.724568599959
200041,28865.391465730172
200042,449.90791321147077
200043,7274.5515398625885
200044,18514.544577702025
200045,509.55201846357136
200046,15701.106355780217
200047,17891.477109728643
200048,2109.1960122477485
200049,3094.879419705414
200050,425.3251929797165
200051,4371.523371832523
200052,2891.118762149075
200053,501.82683141536035
200054,13518.36213700412
200055,11660.104567734385
200056,5962.576407801775
200057,3315.7176119505325
200058,1044.078906539657
200059,5183.311137816101
200060,8539.11645357691
200061,1133.2878957223045
200062,5565.505248451118
200063,8309.378164698146
200064,1313.7744789654002
200065,1659.3879265103485
200066,501.4256600707118
200067,9860.083069110979
200068,190.07748304231012
200069,16726.846254338223
200070,9360.192274177529
200071,311.4391120809964
200072,6798.11927778955
200073,18074.90686170123
200074,4496.572441728383
200075,13641.840427232692
200076,2981.913012895036
200077,319.8146254551452
200078,360.6105532069913
200079,2924.5765814634337
200080,3058.364676539757
200081,2104.2219238823527
200082,4045.6708139856783
200083,412.43142305374556
200084,1201.665733499068
200085,1432.5916675572619
200086,6947.132983412928
200087,3348.2712479532374
200088,2578.8927980627705
200089,41409.567796646086
200090,2465.3933469874337
200091,198.9413899031369
200092,1471.3437486128378
200093,17199.524815499706
200094,6511.724030264139
200095,6047.566742663
200096,2577.9817128259947
200097,1185.748481097057
200098,449.940495818776
200099,21329.15085904068
200100,21342.63099982537
200101,7235.988031548142
200102,1814.98514735956
200103,11019.254915974874
200104,5487.696675223658
200105,4327.013442640416
200106,8146.811155031144
200107,2246.9725305696556
200108,14144.592657939993
200109,7846.71948710048
200110,632.944214792396
200111,1982.4527461124019
200112,1810.8552238936484
200113,707.2326728217055
200114,2171.7064477597546
200115,1164.9097650538297
200116,14286.629323654071
200117,16774.32817298788
200118,57881.17148725217
200119,205.1970428890343
200120,2929.616312765136
200121,2491.8722037289567
200122,690.3105205235936
200123,2458.0866989707397
200124,57755.56599947942
200125,543.5924919662542
200126,2919.64118951827
200127,15243.29264535053
200128,1617.5796295114174
200129,5816.015214966709
200130,3986.8032836536768
200131,2365.2550316232832
200132,1490.9666372062377
200133,2790.2558226247024
200134,1404.7221351877988
200135,2815.9332757299762
200136,4037.076455144351
200137,664.3187829622115
200138,10026.212315870678
200139,6456.533592660782
200140,2795.2164390104717
200141,1494.984637651962
200142,6336.1442230230605
200143,6889.884714973139
200144,1372.1695424177885
200145,6227.0650600603385
200146,2624.590668376449
200147,4426.147351273201
200148,2925.4808782671575
200149,207.17591899288396
200150,10996.710067699581
200151,5013.591572089188
200152,646.9140335941327
200153,499.38702614731886
200154,7455.857690850036
200155,2318.886767303791
200156,16636.281702719945
200157,8091.6045197251915
200158,9999.633721194636
200159,1282.8597328481476
200160,6828.227796027024
200161,7415.625822408454
200162,6651.71939350118
200163,913.2217054708609
200164,16597.650472943576
200165,14611.464953625728
200166,23283.370673999205
200167,3876.7333852340057
200168,36160.45359156624
200169,684.0715351152712
200170,2824.6500232726635
200171,8880.837722124106
200172,1930.5337140081851
200173,35079.5615890972
200174,616.2172027617931
200175,2485.214530030859
200176,8200.327956153114
200177,5845.2359101274815
200178,5278.416196910096
200179,3607.525939014971
200180,902.2524540293404
200181,19133.76906067988
200182,4300.593646520998
200183,1581.790122616343
200184,2407.8273342521716
200185,4349.6077374924735
200186,3589.3890390232664
200187,5299.864044268268
200188,11996.977007111607
200189,11161.685631514792
200190,3112.8519491082884
200191,3083.7657746412333
200192,1133.0120595295682
200193,4762.9392028421325
200194,7655.289093683677
200195,2242.250027459772
200196,595.4590598827446
200197,20977.99530508772
200198,1222.8437064225309
200199,4727.364909971274
200200,591.9197608409725
200201,7547.216337693341
200202,2062.053141949107
200203,1584.801276565962
200204,8242.883331713241
200205,5288.395176029039
200206,908.3260638153315
200207,4840.993702506989
200208,5833.38770243734
200209,1550.6892322842739
200210,13914.654934301409
200211,5529.832580383738
200212,7456.584886681772
200213,8600.559988999517
200214,19861.889280208994
200215,7087.34853895626
200216,3278.8793336825247
200217,1236.4551212310753
200218,10328.526150420574
200219,1254.0783837866236
200220,2772.3750064263427
200221,8114.137341667692
200222,2211.197518477857
200223,709.5176135400906
200224,12448.775039774464
200225,3269.5505062038487
200226,1212.3045662737745
200227,8945.111586473779
200228,216.69464729764056
200229,7413.94235376844
200230,9423.22216539862
200231,5090.195980449146
200232,933.5981790208314
200233,7892.792176478844
200234,401.8360645527221
200235,8622.56070678088
200236,11678.815359115957
200237,4834.0298058494745
200238,7137.288435653759
200239,8839.095672785601
200240,25367.04366521955
200241,10480.772234532136
200242,3951.461170216773
200243,2780.295487184508
200244,6588.525567279029
200245,3936.747965306165
200246,4098.507588751316
200247,1147.2487844237662
200248,290.7602839519976
200249,9842.163581177658
200250,29152.448124054506
200251,10357.85977168654
200252,808.1622110943233
200253,9531.903219631147
200254,11085.923503364285
200255,7446.606673509305
200256,2728.1071526235874
200257,9013.221280939451
200258,3827.0064183494987
200259,7884.469645533274
200260,1460.1079594341045
200261,4005.753696757351
200262,2621.301515602266
200263,9120.07820760458
200264,6940.3518966630245
200265,6152.248375387892
200266,1359.0727404758277
200267,14697.68733635853
200268,6780.374734850749
200269,3851.128527462905
200270,9596.260014643374
200271,2884.4672397414097
200272,2666.2409665436635
200273,17719.093460100237
200274,508.14603946695763
200275,13601.709854499835
200276,2138.8416329907277
200277,3241.151401170993
200278,1620.4625365983065
200279,7711.650241220247
200280,3064.8043238391965
200281,814.0348663870583
200282,12894.84340861814
200283,6315.212416950116
200284,390.46036640605837
200285,5363.311840825832
200286,3484.88374689386
200287,12055.149608968311
200288,12039.802086717471
200289,2861.4787927450707
200290,7226.748719647142
200291,7671.117353953058
200292,1729.035464340906
200293,10149.05745082998
200294,6183.887802306374
200295,1401.3378669310578
200296,3075.0072270826277
200297,7426.346412061486
200298,1396.1109078097707
200299,4891.772005391797
200300,5282.4937846264
200301,5325.157392065693
200302,1511.086214845971
200303,5996.792576865287
200304,2649.516347807713
200305,4165.090442963608
200306,1562.5885030825923
200307,15658.756300854913
200308,1387.3389956148367
200309,960.9794264165735
200310,1105.125600289948
200311,1325.8883533515527
200312,11403.160585261281
200313,1698.6930814288933
200314,4377.923196668593
200315,720.6175842466538
200316,40940.91407699465
200317,2428.6395179129045
200318,397.7662568144915
200319,10355.608681099146
200320,3319.436086655887
200321,28889.34945903311
200322,15403.321704442478
200323,1368.6139343974085
200324,24606.163348582108
200325,5835.102932096042
200326,2415.519471137267
200327,26953.115742524547
200328,572.6611648813438
200329,7682.252425309189
200330,1947.8700919871856
200331,1509.6226864929781
