PassengerId,Survived
892,0.1003966643829426
893,0.44614673847996617
894,0.11857650720687138
895,0.12512407482080315
896,0.7300445621318049
897,0.12360854407707904
898,0.7011282832964382
899,0.2678603901204169
900,0.8136395838836211
901,0.08427849814033238
902,0.09572823953206903
903,0.17074241701970014
904,0.9201317397982153
905,0.12102620939771062
906,0.911036758949127
907,0.887861376095102
908,0.12448329209943826
909,0.13387116149365916
910,0.6032466818915106
911,0.6260308261447054
912,0.28037566125258345
913,0.33325338111709946
914,0.9095248321755424
915,0.3101886271258983
916,0.9296272248753642
917,0.08982653153636146
918,0.9161818615748422
919,0.13760492173885394
920,0.33604584557534106
921,0.17571644807650347
922,0.16801791159975302
923,0.1344040580041125
924,0.6906293227692277
925,0.14014543808751362
926,0.5980040299845312
927,0.1265518789227134
928,0.44596766339961763
929,0.46710403362062836
930,0.0990958450547619
931,0.6058640809738894
932,0.1553647290065448
933,0.31492679339409574
934,0.14763293471064842
935,0.8739967060690774
936,0.9241291129879364
937,0.15633866980561073
938,0.22857434067113266
939,0.11450106211342481
940,0.9328597440402997
941,0.8073868705869328
942,0.5455789006437344
943,0.1621800700235003
944,0.9149250908875168
945,0.9119020877455287
946,0.15844792189128878
947,0.07375178774850803
948,0.09514200300218024
949,0.10379398927518711
950,0.14718808057774665
951,0.9353949221378148
952,0.0960365806548145
953,0.14622328624757927
954,0.10406709387995623
955,0.7986716523641865
956,0.4085541452274469
957,0.8879125613174522
958,0.7728181697896709
959,0.17673753191598338
960,0.411511209529399
961,0.9214648507951116
962,0.749452208402596
963,0.09490247845268801
964,0.6402550496430088
965,0.30459753420562036
966,0.9165005215205361
967,0.36162552426039585
968,0.10241259283016549
969,0.8687576082184528
970,0.14014716453305975
971,0.7479408983586511
972,0.5047741080864193
973,0.2966454713807263
974,0.20917689982402457
975,0.09588772641731037
976,0.1498937183058833
977,0.14370822691892565
978,0.7897386388975717
979,0.5975551924423148
980,0.6254521437268745
981,0.8886048816875204
982,0.4331331794327155
983,0.1081814057616513
984,0.8965883476780664
985,0.10052216984977698
986,0.41832943850788706
987,0.12588618777260632
988,0.9325094735579037
989,0.14669302225490624
990,0.6385600857009557
991,0.10513533469518108
992,0.9232683986679887
993,0.17438364828728864
994,0.1143618327999212
995,0.11443576945400386
996,0.788679695465197
997,0.10128732569039257
998,0.10676655899959563
999,0.11369462305887577
1000,0.10255797636671285
1001,0.12348514041447921
1002,0.14545904961102618
1003,0.7717924692936711
1004,0.9175305363085937
1005,0.7546630496872204
1006,0.9113466511325541
1007,0.11801604525308444
1008,0.0952494122351323
1009,0.8981761125896924
1010,0.5462612894697302
1011,0.8596651867762155
1012,0.9228153018534342
1013,0.12235151075194323
1014,0.9235467856184357
1015,0.09960396189562723
1016,0.11492816125623936
1017,0.693798771740856
1018,0.11460029317070072
1019,0.8533119122556587
1020,0.13283729014948545
1021,0.09682133692601029
1022,0.19408332708683
1023,0.20791446521954485
1024,0.08911225141941558
1025,0.09360126119246175
1026,0.09422779248270086
1027,0.10150019576048619
1028,0.1829992860504708
1029,0.1338763392460199
1030,0.5336055106634903
1031,0.0716104726328367
1032,0.07719977475511818
1033,0.7201665794957492
1034,0.2653018865258858
1035,0.12844897839439892
1036,0.45257280906871233
1037,0.1021196131348874
1038,0.32746437740965345
1039,0.10449399425207657
1040,0.36186988397922776
1041,0.12904218377120477
1042,0.936526465800092
1043,0.11475139654258361
1044,0.08703789071385098
1045,0.6146907586436281
1046,0.20367600753458845
1047,0.10838288098710537
1048,0.9157429777823473
1049,0.6356157019758737
1050,0.4586141084478374
1051,0.6063763875704737
1052,0.774975815768563
1053,0.739676614964367
1054,0.8689944717714533
1055,0.09293543914945944
1056,0.1240235827439494
